Number,ApertureRA,ApertureDec,CentroidRA,CentroidDec,ApertureX,ApertureY,CentroidX,CentroidY,CentroidFlag,SourceIntensity,ApertureCorr,SourceUncertainty,DataUnits,Magnitude,MagUncertainty,SourceModel,SkyModel,SkyMedian,SkyMode,SkyAverage,SkyLocalNonAnnulusBkg,SkyRMS,SkyCustom,SkySigma,SkyScale,RadiusCentroid,ApertureMajorRadius,ApertureMinorRadius,ApertureRotationAngle,SkyRadiusInner,SkyRadiusOuter,ApertureNumPixels,ApertureNumRejected,SkyNumPixels,RadialProfileFWHM,Image
1774,251.783753,-1.921203,251.783719,-1.921186,584,598,584.609,598.300,1,+3585.81,1.0000,+96.1212,D.N.,-8.8865,+0.0291,0,B,13.065526,11.210991,18.257383,11.036570,23.312493,0.000000,14.510763,7.568084,5,5,5,0,8,15,79.04,0,499,3.28,/Users/spicyboiii/Desktop/M12_V.fits
1775,251.737447,-1.921147,251.737445,-1.921089,1419,599,1419.022,600.048,1,+963.872,1.0000,+35.3894,D.N.,-7.4600,+0.0399,0,B,8.886372,8.138282,9.267409,8.152767,9.653102,0.000000,2.704083,1.710763,5,5,5,0,8,15,79.04,0,502,3.71,/Users/spicyboiii/Desktop/M12_V.fits
1776,251.813034,-1.921147,251.813008,-1.921132,56,599,56.470,599.256,1,+2116.74,1.0000,+167.476,D.N.,-8.3142,+0.0859,0,B,15.552237,13.204963,29.034765,12.148229,43.929591,0.000000,32.999404,16.218145,5,5,5,0,8,15,79.04,0,502,3.44,/Users/spicyboiii/Desktop/M12_V.fits
1777,251.801388,-1.921091,251.801326,-1.921093,266,600,267.109,599.969,1,+5007.62,1.0000,+145.735,D.N.,-9.2491,+0.0316,0,B,19.316776,14.348419,25.565822,13.286014,29.801137,0.000000,15.328462,12.838628,5,5,5,0,8,15,79.04,0,505,3.56,/Users/spicyboiii/Desktop/M12_V.fits
1778,251.801000,-1.920981,251.801329,-1.921092,273,602,267.057,599.981,1,+4918.89,1.0000,+145.431,D.N.,-9.2297,+0.0321,0,B,19.316776,14.348419,25.565822,13.277143,29.801137,0.000000,15.328462,12.838628,5,5,5,0,8,15,79.04,0,505,3.42,/Users/spicyboiii/Desktop/M12_V.fits
1779,251.738112,-1.921092,251.738071,-1.921086,1407,600,1407.745,600.098,1,+506.475,1.0000,+32.5842,D.N.,-6.7614,+0.0698,0,B,8.997042,8.756954,10.029674,8.142712,10.795719,0.000000,3.998113,2.374128,5,5,5,0,8,15,79.04,0,504,3.33,/Users/spicyboiii/Desktop/M12_V.fits
1780,251.737280,-1.920759,251.737440,-1.921090,1422,606,1419.116,600.029,1,+964.725,1.0000,+35.4015,D.N.,-7.4610,+0.0398,0,B,8.886372,8.138282,9.267409,8.182570,9.653102,0.000000,2.704083,1.710763,5,5,5,0,8,15,79.04,0,502,10.80,/Users/spicyboiii/Desktop/M12_V.fits
1781,251.802830,-1.921036,251.802626,-1.921061,240,601,243.673,600.552,1,+7881.91,1.0000,+94.1427,D.N.,-9.7416,+0.0130,0,B,14.608385,14.189625,15.643173,13.002501,16.268890,0.000000,4.473005,3.154333,5,5,5,0,8,15,79.04,0,502,3.69,/Users/spicyboiii/Desktop/M12_V.fits
1782,251.802497,-1.921091,251.802627,-1.921061,246,600,243.649,600.554,1,+7882.24,1.0000,+94.1445,D.N.,-9.7416,+0.0130,0,B,14.608385,14.189625,15.643173,13.095662,16.268890,0.000000,4.473005,3.154333,5,5,5,0,8,15,79.04,0,502,3.58,/Users/spicyboiii/Desktop/M12_V.fits
1783,251.789687,-1.921092,251.789669,-1.921075,477,600,477.312,600.309,1,+2558.61,1.0000,+73.5416,D.N.,-8.5200,+0.0312,0,B,11.968004,10.242670,15.368027,11.297389,18.338932,0.000000,10.017007,5.375336,5,5,5,0,8,15,79.04,0,501,3.11,/Users/spicyboiii/Desktop/M12_V.fits
1784,251.786969,-1.920981,251.786784,-1.920903,526,602,529.338,603.403,1,+5160.32,1.0000,+86.5482,D.N.,-9.2817,+0.0182,0,B,14.268341,11.727631,17.608524,11.324452,20.969452,0.000000,11.398073,4.862685,5,5,5,0,8,15,79.04,0,503,4.46,/Users/spicyboiii/Desktop/M12_V.fits
1785,251.786692,-1.920815,251.786428,-1.920962,531,605,535.759,602.345,1,+5267.17,1.0000,+157.799,D.N.,-9.3039,+0.0325,0,B,16.710175,14.290160,26.035491,11.267334,34.449366,0.000000,22.581448,14.120240,5,5,5,0,8,15,79.04,0,505,2.96,/Users/spicyboiii/Desktop/M12_V.fits
1786,251.721087,-1.920925,251.721119,-1.920927,1714,603,1713.413,602.960,1,+817.691,1.0000,+42.2521,D.N.,-7.2815,+0.0561,0,B,9.171129,8.674641,13.482071,8.364646,20.660594,0.000000,15.671060,3.133360,5,5,5,0,8,15,79.04,0,503,3.58,/Users/spicyboiii/Desktop/M12_V.fits
1787,251.786415,-1.920981,251.786431,-1.920962,536,602,535.714,602.342,1,+5265.86,1.0000,+157.795,D.N.,-9.3037,+0.0325,0,B,16.710175,14.290160,26.035491,11.292050,34.449366,0.000000,22.581448,14.120240,5,5,5,0,8,15,79.04,0,505,3.27,/Users/spicyboiii/Desktop/M12_V.fits
1788,251.779760,-1.921036,251.779718,-1.920999,656,601,656.751,601.681,1,+2209.34,1.0000,+52.5714,D.N.,-8.3607,+0.0258,0,B,10.953233,10.338514,11.994171,10.039461,12.888713,0.000000,4.722617,2.371856,5,5,5,0,8,15,79.04,0,503,3.47,/Users/spicyboiii/Desktop/M12_V.fits
1789,251.777431,-1.920981,251.777411,-1.920996,698,602,698.352,601.727,1,+1041.39,1.0000,+69.5122,D.N.,-7.5440,+0.0725,0,B,11.528142,11.251898,16.436930,9.951004,20.936889,0.000000,12.981385,6.200666,5,5,5,0,8,15,79.04,0,502,3.41,/Users/spicyboiii/Desktop/M12_V.fits
1790,251.774547,-1.921036,251.774242,-1.921535,750,601,755.491,592.004,1,+6859.18,1.0000,+90.7897,D.N.,-9.5907,+0.0144,0,B,11.712018,11.209812,14.265760,9.441989,16.470638,0.000000,8.240434,3.747678,5,5,5,0,8,15,79.04,0,504,10.29,/Users/spicyboiii/Desktop/M12_V.fits
1791,251.769667,-1.920926,251.769703,-1.920926,838,603,837.349,602.993,1,+1225.25,1.0000,+46.8547,D.N.,-7.7206,+0.0415,0,B,10.709124,10.431596,14.622746,9.622301,21.213037,0.000000,15.383126,3.136263,5,5,5,0,8,15,79.04,0,501,3.39,/Users/spicyboiii/Desktop/M12_V.fits
1792,251.790907,-1.920981,251.790939,-1.920724,455,602,454.418,606.640,1,+3408.82,1.0000,+67.1516,D.N.,-8.8315,+0.0214,0,B,11.977373,10.976223,13.526809,11.212532,14.767462,0.000000,5.930696,3.342398,5,5,5,0,8,15,79.04,0,504,3.70,/Users/spicyboiii/Desktop/M12_V.fits
1793,251.790962,-1.920648,251.790944,-1.920723,454,608,454.323,606.657,1,+3406.36,1.0000,+67.1333,D.N.,-8.8307,+0.0214,0,B,11.977373,10.976223,13.526809,11.153814,14.767462,0.000000,5.930696,3.342398,5,5,5,0,8,15,79.04,0,504,3.56,/Users/spicyboiii/Desktop/M12_V.fits
1794,251.778817,-1.920926,251.778802,-1.920920,673,603,673.271,603.092,1,+4286.61,1.0000,+77.1247,D.N.,-9.0803,+0.0195,0,B,11.436610,10.409447,13.497357,10.015685,14.910947,0.000000,6.343355,4.103739,5,5,5,0,8,15,79.04,0,500,3.53,/Users/spicyboiii/Desktop/M12_V.fits
1795,251.752919,-1.920870,251.752883,-1.920881,1140,604,1140.641,603.799,1,+1179.14,1.0000,+39.6759,D.N.,-7.6789,+0.0365,0,B,9.612563,9.551714,10.258472,8.931271,10.725417,0.000000,3.133345,2.002115,5,5,5,0,8,15,79.04,0,503,3.40,/Users/spicyboiii/Desktop/M12_V.fits
1796,251.739720,-1.920870,251.739705,-1.920861,1378,604,1378.279,604.173,1,+3212.16,1.0000,+60.0352,D.N.,-8.7670,+0.0203,0,B,9.313406,9.938957,10.338349,8.302522,11.510760,0.000000,5.066319,1.993003,5,5,5,0,8,15,79.04,0,499,3.07,/Users/spicyboiii/Desktop/M12_V.fits
1797,251.778152,-1.920815,251.777933,-1.920511,685,605,688.945,610.476,1,+1411.98,1.0000,+55.6667,D.N.,-7.8746,+0.0428,0,B,11.742982,11.003718,13.540022,10.009982,14.790465,0.000000,5.957920,4.133899,5,5,5,0,8,15,79.04,0,499,3.37,/Users/spicyboiii/Desktop/M12_V.fits
1798,251.777930,-1.920482,251.777936,-1.920509,689,611,688.881,610.514,1,+1437.78,1.0000,+52.1384,D.N.,-7.8942,+0.0394,0,B,11.587004,10.989068,13.243225,10.064971,14.402841,0.000000,5.667731,3.601977,5,5,5,0,8,15,79.04,0,499,3.41,/Users/spicyboiii/Desktop/M12_V.fits
1799,251.776322,-1.920926,251.776658,-1.920687,718,603,711.937,607.311,1,+2582.82,1.0000,+54.2898,D.N.,-8.5302,+0.0228,0,B,10.480616,8.703035,10.771536,9.801119,11.109917,0.000000,2.723768,1.924471,5,5,5,0,8,15,79.04,0,506,3.78,/Users/spicyboiii/Desktop/M12_V.fits
1800,251.748649,-1.920759,251.748671,-1.920791,1217,606,1216.604,605.426,1,+540.069,1.0000,+28.0157,D.N.,-6.8311,+0.0563,0,B,8.938241,8.741842,8.949388,8.726345,9.093111,0.000000,1.611882,1.580067,5,5,5,0,8,15,79.04,0,516,3.41,/Users/spicyboiii/Desktop/M12_V.fits
1801,251.796286,-1.920704,251.796258,-1.920707,358,607,358.503,606.932,1,+8387.15,1.0000,+223.321,D.N.,-9.8090,+0.0289,0,B,20.304783,12.701141,34.597159,12.581372,49.580934,0.000000,35.549872,20.537301,5,5,5,0,8,15,79.04,0,508,3.46,/Users/spicyboiii/Desktop/M12_V.fits
1802,251.776654,-1.920704,251.776658,-1.920689,712,607,711.939,607.272,1,+2582.69,1.0000,+54.2886,D.N.,-8.5302,+0.0228,0,B,10.480616,8.703035,10.771536,9.910353,11.109917,0.000000,2.723768,1.924471,5,5,5,0,8,15,79.04,0,506,3.36,/Users/spicyboiii/Desktop/M12_V.fits
1803,251.755359,-1.920649,251.755349,-1.920612,1096,608,1096.187,608.659,1,+3649.26,1.0000,+61.9868,D.N.,-8.9055,+0.0184,0,B,9.211955,8.775418,9.208260,9.106686,9.319984,0.000000,1.440167,1.403017,5,5,5,0,8,15,79.04,0,515,3.36,/Users/spicyboiii/Desktop/M12_V.fits
1804,251.814587,-1.920703,251.814659,-1.920351,28,607,26.695,613.345,1,+4155.21,1.0000,+91.0130,D.N.,-9.0465,+0.0238,0,B,12.830262,10.459688,16.397839,12.275387,18.786173,0.000000,9.176069,6.465762,5,5,5,0,8,15,79.04,0,498,4.13,/Users/spicyboiii/Desktop/M12_V.fits
1805,251.808154,-1.920648,251.808338,-1.920669,144,608,140.677,607.626,1,+3162.09,1.0000,+67.4658,D.N.,-8.7499,+0.0232,0,B,13.225429,11.964140,14.689950,12.061178,15.521661,0.000000,5.017715,3.754240,5,5,5,0,8,15,79.04,0,502,3.85,/Users/spicyboiii/Desktop/M12_V.fits
1806,251.808486,-1.920703,251.808337,-1.920668,138,607,140.693,607.637,1,+3162.02,1.0000,+67.4652,D.N.,-8.7499,+0.0232,0,B,13.225429,11.964140,14.689950,12.036882,15.521661,0.000000,5.017715,3.754240,5,5,5,0,8,15,79.04,0,502,4.72,/Users/spicyboiii/Desktop/M12_V.fits
1807,251.785749,-1.920648,251.785734,-1.920633,548,608,548.278,608.279,1,+4098.79,1.0000,+120.430,D.N.,-9.0316,+0.0319,0,B,14.445428,13.198421,22.317030,11.203243,30.026064,0.000000,20.107713,10.273112,5,5,5,0,8,15,79.04,0,502,3.32,/Users/spicyboiii/Desktop/M12_V.fits
1808,251.768613,-1.920538,251.768631,-1.920503,857,610,856.671,610.629,1,+1527.13,1.0000,+47.3800,D.N.,-7.9597,+0.0337,0,B,10.864435,10.086822,11.738959,9.652357,12.347589,0.000000,3.832623,2.698704,5,5,5,0,8,15,79.04,0,503,3.42,/Users/spicyboiii/Desktop/M12_V.fits
1809,251.768724,-1.920150,251.768627,-1.920503,855,617,856.753,610.627,1,+1529.96,1.0000,+47.4099,D.N.,-7.9617,+0.0336,0,B,10.864435,10.086822,11.738959,9.599666,12.347589,0.000000,3.832623,2.698704,5,5,5,0,8,15,79.04,0,503,2.99,/Users/spicyboiii/Desktop/M12_V.fits
1810,251.766949,-1.920649,251.766900,-1.920640,887,608,887.893,608.156,1,+490.571,1.0000,+26.6693,D.N.,-6.7268,+0.0590,0,B,9.264200,10.026366,9.291312,9.783855,9.416664,0.000000,1.532870,1.498753,5,5,5,0,8,15,79.04,0,511,3.28,/Users/spicyboiii/Desktop/M12_V.fits
1811,251.811315,-1.920315,251.811315,-1.920304,87,614,86.997,614.202,1,+42005.6,1.0000,+210.255,D.N.,-11.5583,+0.0054,0,B,15.677574,13.209062,16.999976,11.983603,17.875390,0.000000,5.530952,4.724443,5,5,5,0,8,15,79.04,0,501,3.25,/Users/spicyboiii/Desktop/M12_V.fits
1812,251.782255,-1.920482,251.782281,-1.920418,611,611,610.544,612.163,1,+5792.03,1.0000,+79.8987,D.N.,-9.4071,+0.0150,0,B,11.028658,10.210388,12.519188,10.609032,13.774671,0.000000,5.751259,2.451435,5,5,5,0,8,15,79.04,0,505,4.49,/Users/spicyboiii/Desktop/M12_V.fits
1813,251.813200,-1.920537,251.813363,-1.920578,53,610,50.062,609.262,1,+2727.52,1.0000,+192.873,D.N.,-8.5894,+0.0768,0,B,19.937911,14.930786,38.003585,12.124553,61.724620,0.000000,48.686529,18.699200,5,5,5,0,8,15,79.04,0,502,12.28,/Users/spicyboiii/Desktop/M12_V.fits
1814,251.775323,-1.920482,251.775304,-1.920463,736,611,736.358,611.348,1,+883.481,1.0000,+57.9828,D.N.,-7.3655,+0.0713,0,B,10.921432,9.863829,16.820811,9.624556,26.831238,0.000000,20.924732,5.015970,5,5,5,0,8,15,79.04,0,504,3.31,/Users/spicyboiii/Desktop/M12_V.fits
1815,251.814642,-1.920315,251.814659,-1.920351,27,614,26.697,613.345,1,+4155.21,1.0000,+91.0130,D.N.,-9.0465,+0.0238,0,B,12.830262,10.459688,16.397839,12.272731,18.786173,0.000000,9.176069,6.465762,5,5,5,0,8,15,79.04,0,498,4.60,/Users/spicyboiii/Desktop/M12_V.fits
1816,251.787746,-1.920371,251.787704,-1.920218,512,613,512.748,615.764,1,+2715.00,1.0000,+77.0242,D.N.,-8.5844,+0.0308,0,B,13.845798,12.090832,16.754499,11.153798,19.005618,0.000000,8.981162,5.711836,5,5,5,0,8,15,79.04,0,501,3.66,/Users/spicyboiii/Desktop/M12_V.fits
1817,251.787746,-1.920094,251.787702,-1.920218,512,618,512.790,615.766,1,+2715.58,1.0000,+77.0279,D.N.,-8.5847,+0.0308,0,B,13.845798,12.090832,16.754499,11.058289,19.005618,0.000000,8.981162,5.711836,5,5,5,0,8,15,79.04,0,501,3.42,/Users/spicyboiii/Desktop/M12_V.fits
1818,251.778318,-1.920371,251.778346,-1.920321,682,613,681.493,613.906,1,+793.825,1.0000,+66.4688,D.N.,-7.2493,+0.0909,0,B,11.323201,9.528587,16.773555,10.091671,22.937212,0.000000,15.660496,6.064344,5,5,5,0,8,15,79.04,0,503,3.98,/Users/spicyboiii/Desktop/M12_V.fits
1819,251.762457,-1.920205,251.762450,-1.920189,968,616,968.135,616.288,1,+3044.64,1.0000,+57.0536,D.N.,-8.7088,+0.0203,0,B,9.604062,8.795743,9.659789,9.742123,9.789698,0.000000,1.591111,1.462833,5,5,5,0,8,15,79.04,0,508,3.15,/Users/spicyboiii/Desktop/M12_V.fits
1820,251.721531,-1.920149,251.721515,-1.920166,1706,617,1706.277,616.698,1,+1467.88,1.0000,+41.1503,D.N.,-7.9167,+0.0304,0,B,8.554857,8.148083,8.679889,8.329748,8.848539,0.000000,1.721047,1.514026,5,5,5,0,8,15,79.04,0,508,3.24,/Users/spicyboiii/Desktop/M12_V.fits
1821,251.810095,-1.920204,251.810044,-1.920223,109,616,109.911,615.664,1,+4708.12,1.0000,+81.6022,D.N.,-9.1821,+0.0188,0,B,13.477582,13.105705,16.091390,11.909603,18.090137,0.000000,8.273851,4.448295,5,5,5,0,8,15,79.04,0,502,3.61,/Users/spicyboiii/Desktop/M12_V.fits
1822,251.780758,-1.920150,251.780759,-1.920132,638,617,637.978,617.309,1,+5434.99,1.0000,+78.5245,D.N.,-9.3380,+0.0157,0,B,11.325957,10.134326,12.060427,10.191241,12.638854,0.000000,3.783551,2.723190,5,5,5,0,8,15,79.04,0,502,3.06,/Users/spicyboiii/Desktop/M12_V.fits
1823,251.772273,-1.920260,251.772265,-1.920244,791,615,791.152,615.290,1,+891.111,1.0000,+38.3945,D.N.,-7.3748,+0.0468,0,B,10.121125,9.496278,10.980220,9.277855,11.573136,0.000000,3.660433,2.433250,5,5,5,0,8,15,79.04,0,505,3.33,/Users/spicyboiii/Desktop/M12_V.fits
1824,251.794456,-1.920205,251.794453,-1.920192,391,616,391.054,616.239,1,+3262.48,1.0000,+74.7558,D.N.,-8.7839,+0.0249,0,B,13.891190,13.051314,17.183477,11.765537,20.365090,0.000000,10.940887,4.858178,5,5,5,0,8,15,79.04,0,503,3.27,/Users/spicyboiii/Desktop/M12_V.fits
1825,251.743769,-1.920039,251.743776,-1.920001,1305,619,1304.866,619.680,1,+3626.71,1.0000,+63.9989,D.N.,-8.8988,+0.0192,0,B,9.509474,9.132765,10.477085,8.716152,11.179184,0.000000,3.903222,2.181859,5,5,5,0,8,15,79.04,0,503,3.48,/Users/spicyboiii/Desktop/M12_V.fits
1826,251.728241,-1.920205,251.728253,-1.920178,1585,616,1584.773,616.477,1,+491.041,1.0000,+26.5583,D.N.,-6.7278,+0.0587,0,B,8.704206,8.348928,8.637262,8.562270,8.761424,0.000000,1.471218,1.477499,5,5,5,0,8,15,79.04,0,513,3.41,/Users/spicyboiii/Desktop/M12_V.fits
1827,251.715375,-1.920149,251.715371,-1.920136,1817,617,1817.075,617.230,1,+441.920,1.0000,+25.2842,D.N.,-6.6134,+0.0621,0,B,8.369587,7.989425,8.331514,8.026299,8.456774,0.000000,1.451561,1.417389,5,5,5,0,8,15,79.04,0,511,3.32,/Users/spicyboiii/Desktop/M12_V.fits
1828,251.798671,-1.920149,251.798631,-1.920147,315,617,315.709,617.045,1,+3168.57,1.0000,+81.6351,D.N.,-8.7522,+0.0280,0,B,15.851583,14.279411,18.528665,13.031621,20.194281,0.000000,8.039032,5.955811,5,5,5,0,8,15,79.04,0,503,3.20,/Users/spicyboiii/Desktop/M12_V.fits
1829,251.786803,-1.920149,251.786790,-1.920106,529,617,529.236,617.790,1,+3011.04,1.0000,+154.705,D.N.,-8.6968,+0.0558,0,B,15.339955,11.647299,26.163412,11.100760,36.073225,0.000000,24.859343,14.564981,5,5,5,0,8,15,79.04,0,501,3.30,/Users/spicyboiii/Desktop/M12_V.fits
1830,251.796563,-1.920094,251.796580,-1.920023,353,618,352.702,619.280,1,+3489.83,1.0000,+158.675,D.N.,-8.8570,+0.0494,0,B,18.649105,15.979572,30.616872,12.411675,43.591808,0.000000,31.060884,14.828900,5,5,5,0,8,15,79.04,0,501,3.87,/Users/spicyboiii/Desktop/M12_V.fits
1831,251.791406,-1.920094,251.791385,-1.920083,446,618,446.375,618.199,1,+1825.40,1.0000,+57.7474,D.N.,-8.1534,+0.0343,0,B,11.818532,11.043505,15.049199,11.095388,18.338083,0.000000,10.489373,3.911222,5,5,5,0,8,15,79.04,0,500,3.37,/Users/spicyboiii/Desktop/M12_V.fits
1832,251.774880,-1.920094,251.774874,-1.920090,744,618,744.108,618.070,1,+783.781,1.0000,+34.4381,D.N.,-7.2355,+0.0477,0,B,9.876151,9.920506,10.579658,9.521965,11.115316,0.000000,3.412370,2.019805,5,5,5,0,8,15,79.04,0,502,3.55,/Users/spicyboiii/Desktop/M12_V.fits
1833,251.743824,-1.919429,251.743819,-1.919421,1304,630,1304.097,630.143,1,+925.472,1.0000,+53.4384,D.N.,-7.4159,+0.0627,0,B,9.711076,8.218745,13.656408,8.681448,18.390352,0.000000,12.329249,4.424732,5,5,5,0,8,15,79.04,0,502,24.68,/Users/spicyboiii/Desktop/M12_V.fits
1834,251.707112,-1.919872,251.707087,-1.919892,1966,622,1966.444,621.641,1,+3435.54,1.0000,+60.4059,D.N.,-8.8400,+0.0191,0,B,8.748176,8.147749,8.653445,8.353654,8.786953,0.000000,1.527409,1.473864,5,5,5,0,8,15,79.04,0,512,3.31,/Users/spicyboiii/Desktop/M12_V.fits
1835,251.811592,-1.919872,251.811318,-1.920304,82,622,86.935,614.203,1,+42005.6,1.0000,+210.255,D.N.,-11.5583,+0.0054,0,B,15.677574,13.209062,16.999976,11.939338,17.875390,0.000000,5.530952,4.724443,5,5,5,0,8,15,79.04,0,501,7.46,/Users/spicyboiii/Desktop/M12_V.fits
1836,251.772661,-1.919928,251.772668,-1.919930,784,621,783.879,620.967,1,+865.637,1.0000,+38.6754,D.N.,-7.3433,+0.0485,0,B,10.098548,10.056864,11.124719,9.197914,11.869175,0.000000,4.141508,2.528186,5,5,5,0,8,15,79.04,0,502,12.81,/Users/spicyboiii/Desktop/M12_V.fits
1837,251.769334,-1.919983,251.769339,-1.919957,844,620,843.913,620.478,1,+1065.43,1.0000,+41.1932,D.N.,-7.5688,+0.0420,0,B,10.493376,10.271811,11.444667,9.536329,12.198382,0.000000,4.225565,2.532773,5,5,5,0,8,15,79.04,0,506,3.56,/Users/spicyboiii/Desktop/M12_V.fits
1838,251.752364,-1.919928,251.752322,-1.919933,1150,621,1150.768,620.906,1,+1330.29,1.0000,+39.6478,D.N.,-7.8099,+0.0324,0,B,8.929003,8.946799,8.876464,8.838748,9.012453,0.000000,1.561227,1.569557,5,5,5,0,8,15,79.04,0,515,3.62,/Users/spicyboiii/Desktop/M12_V.fits
1839,251.785416,-1.919928,251.785398,-1.919812,554,621,554.330,623.097,1,+2654.12,1.0000,+58.0377,D.N.,-8.5598,+0.0237,0,B,11.381149,10.016234,13.072777,11.111294,14.749632,0.000000,6.837104,2.695282,5,5,5,0,8,15,79.04,0,509,3.26,/Users/spicyboiii/Desktop/M12_V.fits
1840,251.785361,-1.919651,251.785396,-1.919813,555,626,554.377,623.070,1,+2650.21,1.0000,+58.0040,D.N.,-8.5582,+0.0238,0,B,11.381149,10.016234,13.072777,11.083343,14.749632,0.000000,6.837104,2.695282,5,5,5,0,8,15,79.04,0,509,3.84,/Users/spicyboiii/Desktop/M12_V.fits
1841,251.807599,-1.919761,251.807580,-1.919746,154,624,154.339,624.279,1,+4360.40,1.0000,+77.3374,D.N.,-9.0988,+0.0193,0,B,13.334045,14.060089,15.500930,11.921149,17.103405,0.000000,7.235477,4.053668,5,5,5,0,8,15,79.04,0,501,4.39,/Users/spicyboiii/Desktop/M12_V.fits
1842,251.711216,-1.919706,251.711205,-1.919724,1892,625,1892.200,624.670,1,+2263.77,1.0000,+49.5566,D.N.,-8.3871,+0.0238,0,B,8.581344,7.787888,8.524929,8.155066,8.643065,0.000000,1.425521,1.399050,5,5,5,0,8,15,79.04,0,514,3.13,/Users/spicyboiii/Desktop/M12_V.fits
1843,251.813810,-1.919705,251.813805,-1.919683,42,625,42.091,625.401,1,+2649.61,1.0000,+116.024,D.N.,-8.5580,+0.0475,0,B,17.235714,13.243550,22.178452,12.151544,25.655963,0.000000,12.910385,10.468067,5,5,5,0,8,15,79.04,0,500,3.33,/Users/spicyboiii/Desktop/M12_V.fits
1844,251.810205,-1.919761,251.810204,-1.919721,107,624,107.028,624.723,1,+2359.85,1.0000,+112.156,D.N.,-8.4322,+0.0516,0,B,15.269182,12.452765,22.706663,11.829865,30.622197,0.000000,20.566333,10.175007,5,5,5,0,8,15,79.04,0,499,3.70,/Users/spicyboiii/Desktop/M12_V.fits
1845,251.796674,-1.919650,251.796700,-1.919649,351,626,350.535,626.033,1,+5794.66,1.0000,+86.4138,D.N.,-9.4076,+0.0162,0,B,15.179128,13.110500,16.597138,12.241569,17.783964,0.000000,6.394139,4.123062,5,5,5,0,8,15,79.04,0,507,3.53,/Users/spicyboiii/Desktop/M12_V.fits
1846,251.792515,-1.919651,251.792481,-1.919371,426,626,426.617,631.038,1,+4618.52,1.0000,+71.6695,D.N.,-9.1613,+0.0168,0,B,11.467709,11.160937,12.183807,11.236456,12.756228,0.000000,3.782155,2.292189,5,5,5,0,8,15,79.04,0,502,3.57,/Users/spicyboiii/Desktop/M12_V.fits
1847,251.792459,-1.919318,251.792483,-1.919371,427,632,426.568,631.038,1,+4618.52,1.0000,+71.6695,D.N.,-9.1613,+0.0168,0,B,11.467709,11.160937,12.183807,11.158250,12.756228,0.000000,3.782155,2.292189,5,5,5,0,8,15,79.04,0,502,3.47,/Users/spicyboiii/Desktop/M12_V.fits
1848,251.787746,-1.919651,251.787754,-1.919642,512,626,511.848,626.151,1,+1739.09,1.0000,+61.8267,D.N.,-8.1008,+0.0386,0,B,12.400228,10.718284,14.972756,10.905474,17.258944,0.000000,8.592821,4.591547,5,5,5,0,8,15,79.04,0,496,3.27,/Users/spicyboiii/Desktop/M12_V.fits
1849,251.786747,-1.919651,251.786715,-1.919442,530,626,530.579,629.764,1,+5564.68,1.0000,+98.3520,D.N.,-9.3636,+0.0192,0,B,12.863747,10.746740,19.539069,10.976645,27.613937,0.000000,19.532468,6.452884,5,5,5,0,8,15,79.04,0,500,3.85,/Users/spicyboiii/Desktop/M12_V.fits
1850,251.786692,-1.919429,251.786715,-1.919442,531,630,530.582,629.770,1,+5562.63,1.0000,+98.3416,D.N.,-9.3632,+0.0192,0,B,12.863747,10.746740,19.539069,10.926357,27.613937,0.000000,19.532468,6.452884,5,5,5,0,8,15,79.04,0,500,3.57,/Users/spicyboiii/Desktop/M12_V.fits
1851,251.808653,-1.919595,251.808542,-1.919549,135,627,136.989,627.820,1,+2919.45,1.0000,+58.3796,D.N.,-8.6633,+0.0217,0,B,12.055217,12.236560,12.387347,11.747314,12.716227,0.000000,2.876191,2.227374,5,5,5,0,8,15,79.04,0,504,3.64,/Users/spicyboiii/Desktop/M12_V.fits
1852,251.808431,-1.919484,251.808543,-1.919549,139,629,136.985,627.820,1,+2919.45,1.0000,+58.3796,D.N.,-8.6633,+0.0217,0,B,12.055217,12.236560,12.387347,11.749182,12.716227,0.000000,2.876191,2.227374,5,5,5,0,8,15,79.04,0,504,3.82,/Users/spicyboiii/Desktop/M12_V.fits
1853,251.794733,-1.919540,251.794778,-1.919515,386,628,385.194,628.436,1,+4144.24,1.0000,+99.6932,D.N.,-9.0436,+0.0261,0,B,13.190948,12.415448,19.667287,11.627824,25.842016,0.000000,16.780003,7.666463,5,5,5,0,8,15,79.04,0,502,3.81,/Users/spicyboiii/Desktop/M12_V.fits
1854,251.750202,-1.919595,251.750188,-1.919562,1189,627,1189.248,627.600,1,+1527.02,1.0000,+41.4412,D.N.,-7.9596,+0.0295,0,B,8.718016,9.523292,8.789525,8.824081,8.907999,0.000000,1.449417,1.392231,5,5,5,0,8,15,79.04,0,512,3.65,/Users/spicyboiii/Desktop/M12_V.fits
1855,251.747540,-1.919374,251.747536,-1.919380,1237,631,1237.065,630.888,1,+4993.87,1.0000,+72.5972,D.N.,-9.2461,+0.0158,0,B,9.570933,8.149083,9.595917,8.885062,9.749499,0.000000,1.725392,1.675952,5,5,5,0,8,15,79.04,0,506,3.12,/Users/spicyboiii/Desktop/M12_V.fits
1856,251.794733,-1.919263,251.794771,-1.919515,386,633,385.313,628.442,1,+4152.14,1.0000,+99.7328,D.N.,-9.0457,+0.0261,0,B,13.190948,12.415448,19.667287,11.545732,25.842016,0.000000,16.780003,7.666463,5,5,5,0,8,15,79.04,0,502,13.24,/Users/spicyboiii/Desktop/M12_V.fits
