15.53,SourceIntensityB,,SourceIntensityV,,Bmag,Vmag
,842.774,,3253.17,,19.38832482,18.55045911
,522.71,,1874.39,,19.90695062,19.14907611
,288.045,,1105.51,,20.55395179,19.72231932
,5517.83,,18198.8,,17.34818185,16.68111913
,5551.39,,18358.7,,17.34159829,16.6716212
,3309.79,,12616.9,,17.90310154,17.07884436
,17060.7,,89396,,16.12261053,14.95293079
,17060.2,,89389.4,,16.12264235,14.95301095
,218.66,,945.324,,20.85317928,19.8922743
,49350.8,,301321,,14.96936715,13.63365251
,104.258,,499.002,,21.65732917,20.58597029
,24550,,1251.15,,15.7274739,19.58795256
,427.703,,1875.26,,20.1247469,19.14857228
,153.967,,931.576,,21.23403352,19.90818028
,11165.3,,52597.5,,16.58292665,15.52881325
,3713.55,,16165,,17.77812945,16.80978674
,49345.8,,301321,,14.96947716,13.63365251
,49345.8,,301321,,14.96947716,13.63365251
,579.271,,2382.1,,19.79539817,18.88882604
,103.225,,479.519,,21.66814041,20.62921146
,795.27,,2910.42,,19.45131614,18.67133684
,1195.41,,4148.1,,19.00881043,18.28660296
,270.502,,1265.59,,20.62217644,19.57549342
,427.596,,1853.66,,20.12501856,19.16115081
,20415.2,,43236.5,,15.92771854,15.74159968
,5654.11,,25388.6,,17.32169201,16.31962912
,5663.39,,25417.5,,17.31991147,16.31839393
,24539.6,,51069.7,,15.72793394,15.56081774
,46746.4,,285178,,15.02823221,13.69343596
,5663.39,,25370.6,,17.31991147,16.32039916
,387.965,,1462.68,,20.23062127,19.4183527
,5545.13,,25022.6,,17.34282331,16.33539492
,638.619,,2529.72,,19.68949805,18.82354487
,6263.8,,25954.4,,17.21050793,16.29569852
,8362.42,,39134.1,,16.8967727,15.84983763
,8296.06,,38890.4,,16.90542293,15.85661998
,1480.97,,6104.25,,18.77623699,17.86714523
,583.403,,2267.97,,19.787681,18.94213274
,583.403,,2267.97,,19.787681,18.94213274
,3715.92,,552.052,,17.77743675,20.47627604
,157.363,,660.518,,21.21034607,20.28151437
,24550.2,,51069,,15.72746505,15.56083262
,341.451,,1369.05,,20.36928167,19.49017773
,19592.3,,91962.4,,15.97238909,14.92220027
,19586,,91923,,15.97273827,14.92266553
,1486.97,,5356.42,,18.77184712,18.00903945
,408.146,,1640.79,,20.17556378,19.29359351
,2827.71,,10143.9,,18.07401547,17.31571361
,6263.8,,25981.7,,17.21050793,16.2945571
,9278.24,,45486,,16.78393864,15.68653164
,247.2,,864.704,,20.71998147,19.98905734
,1843.9,,7600.27,,18.53825923,17.62915346
,3226.67,,14164.4,,17.93071626,16.95323055
,278.488,,1029.66,,20.59058643,19.7994914
,3234.98,,13340.3,,17.92792364,17.01831202
,2826.85,,10004.1,,18.07434573,17.33078095
,20492.3,,102621,,15.92362588,14.8031354
,1489.75,,5353.39,,18.76981916,18.0096538
,10443.2,,58035.2,,16.65551865,15.42199729
,1394.45,,5817,,18.84159527,17.91947835
,696.51,,2633.63,,19.59528425,18.77983911
,1428.7,,247.263,,18.81525003,21.34832817
,46746.4,,285171,,15.02823221,13.69346261
,965.824,,3311.46,,19.24035766,18.53117722
,232.587,,965.748,,20.78613905,19.86906646
,345.463,,1513.19,,20.35659879,19.38149235
,7433.86,,24548,,17.0245667,16.35618572
,7425.92,,25341.2,,17.02572698,16.32165807
,1025.46,,3562.95,,19.17530583,18.45170169
,1250.02,,4813.63,,18.96031024,18.12504425
,1255.62,,4400.35,,18.95545708,18.22250795
,1255.62,,4403.54,,18.95545708,18.22172114
,140.956,,734.113,,21.32989372,20.16681872
,140.956,,734.093,,21.32989372,20.1668483
,1599.04,,6660.49,,18.69295432,17.77246056
,1249.93,,4813.63,,18.96038841,18.12504425
,35676.6,,217263,,15.32164399,13.98876158
,9831.83,,50078.1,,16.72101674,15.5821064
,304.022,,1100.12,,20.49534011,19.72762586
,1628.03,,5824.95,,18.67344663,17.9179955
,1467.43,,2613.08,,18.78620916,18.78834424
,1466.38,,2613.08,,18.78698632,18.78834424
,331.075,,749.524,,20.40278667,20.14426215
,1428.7,,5596.31,,18.81525003,17.9614716
,471.146,,1602.61,,20.01971387,19.31915639
,5592.52,,25437.7,,17.33358378,16.31753141
,3143.31,,14218.9,,17.95913461,16.94906101
,1230.4,,4769.62,,18.97748683,18.13501656
,321.074,,1205,,20.43608979,19.62875839
,638.458,,2461.04,,19.68977181,18.85342933
,24550.9,,363.917,,15.7274341,20.92872015
,1006.58,,4172.08,,19.1954819,18.28034444
,1230.4,,4768.59,,18.97748683,18.13525105
,839.887,,2957.65,,19.39205049,18.65385906
,131.922,,536.94,,21.40180957,20.50641161
,5061.39,,22190.2,,17.44192813,16.46582297
,131.922,,536.94,,21.40180957,20.50641161
,185.829,,743.142,,21.02981892,20.15354649
,5723.02,,26882.3,,17.30853948,16.25755995
,108.784,,442.514,,21.61119008,20.71640847
,2561.81,,10076.9,,18.18123535,17.32290864
,2558.75,,10062.3,,18.182533,17.32448285
,1467.43,,5512.53,,18.78620916,17.97784859
,4945.04,,22325,,17.46717812,16.45924734
,343.62,,1359.71,,20.36240656,19.49761028
,336.582,,1219.39,,20.38487542,19.61586944
,337.11,,1214.98,,20.38317355,19.61980319
,213.678,,1253.89,,20.87820312,19.58557741
,13095,,28895,,16.40983888,16.17916926
,1404.88,,5459.88,,18.83350457,17.98826826
,12119.7,,23026,,16.49387297,16.42567976
,6325.89,,28864.6,,17.19979855,16.18031215
,2981.87,,24952.8,,18.01638088,16.33842779
,35676.6,,217261,,15.32164399,13.98877157
,6325.69,,28864.8,,17.19983288,16.18030463
,912.747,,3291.84,,19.30172661,18.53762921
,3499.1,,16275.1,,17.84271176,16.80241684
,3484.63,,13640,,17.84721096,16.99419008
,2283.19,,10649.7,,18.30624751,17.26288257
,2283.78,,10652.7,,18.30596698,17.26257677
,75.8588,,388.955,,22.00258772,20.85647761
,1087.75,,4103.88,,19.11127991,18.29823937
,1301.92,,4788.57,,18.91614189,18.13071141
,1301.92,,4788.59,,18.91614189,18.13070687
,148.39,,696.719,,21.27409105,20.22358187
,225.068,,890.41,,20.82181826,19.95725094
,18325.4,,92735,,16.04496898,14.91311682
,18325.7,,92668.6,,16.04495121,14.9138945
,3700.12,,16254.9,,17.78206312,16.80376525
,21331.9,,113165,,15.88002879,14.69694569
,1752,,7077.55,,18.59376739,17.70651864
,1814.38,,7267.97,,18.55578202,17.67769319
,1814.38,,7267.97,,18.55578202,17.67769319
,1948.34,,8232.74,,18.47844077,17.54236501
,2982.1,,24941.4,,18.01629713,16.33892394
,3947.38,,9895.04,,17.7118303,17.34268212
,4373.59,,13122.5,,17.60050747,17.03618455
,4373.59,,13102.1,,17.60050747,17.03787373
,1549.88,,5942.76,,18.72685746,17.89625553
,221.17,,992.708,,20.8407871,19.8391722
,377.326,,1369.33,,20.26081081,19.4899557
,2961.77,,13783.9,,18.02372432,16.98279572
,3896.28,,12184.9,,17.72597724,17.11667108
,928.294,,3231.38,,19.28338878,18.55775593
,126.73,,574.424,,21.44540405,20.43314457
,2051.67,,7925.56,,18.42233387,17.58365111
,2168.41,,8808.75,,18.36224914,17.4689403
,2168.41,,8808.75,,18.36224914,17.4689403
,839.599,,3218.8,,19.39242286,18.56199103
,1301.92,,2939.71,,18.91614189,18.66046478
,277.917,,1068.53,,20.59281486,19.75925921
,3554.52,,15601.2,,17.82565024,16.848331
,1385.36,,5044.49,,18.84869603,18.07418284
,1385.36,,5011.56,,18.84869603,18.08129367
,426.247,,1686.07,,20.1284493,19.26403701
,635.532,,2362.52,,19.69475908,18.89778727
,1551.04,,5942.9,,18.72604515,17.89622995
,72.0425,,361.033,,22.0586307,20.93735876
,205.943,,789.121,,20.91823505,20.08836701
,839.01,,3218.59,,19.3931848,18.56206186
,405.032,,1622.62,,20.1838793,19.30568395
,1945.63,,8233.31,,18.47995201,17.54228984
,1948.21,,8232.74,,18.47851322,17.54236501
,1340.03,,4925.03,,18.88481634,18.10020381
,560.977,,2203.26,,19.83024,18.97356163
,611.315,,2184.07,,19.73694001,18.98305962
,91.2193,,440.752,,21.8023858,20.72074028
,1611.02,,7125.34,,18.68485031,17.69921203
,34905.4,,3699.69,,15.34537109,18.41081267
,55.5496,,409.23,,22.3409003,20.80130735
,303.273,,1179.92,,20.49801827,19.6515946
,919.384,,3260.54,,19.29386029,18.54800218
,114.177,,597.647,,21.55865607,20.39011415
,103271,,1.07E+06,,14.16765668,12.25650906
,976.965,,3478.74,,19.22790513,18.47767108
,104.725,,466.97,,21.65247672,20.65800356
,274.633,,1146.12,,20.60572084,19.68315078
,103277,,1.07E+06,,14.16759361,12.25641784
,372.938,,1613.25,,20.27351105,19.31197182
,288.048,,1314.79,,20.55394048,19.53408503
,274.633,,1154.93,,20.60572084,19.67483685
,2261.55,,9178.81,,18.31658716,17.42426006
,1933.49,,7141.23,,18.48674782,17.69679346
,705.248,,3021.89,,19.58174798,18.63052938
,704.898,,3012.99,,19.58228694,18.63373178
,35747.6,,75262.4,,15.31948542,15.13978085
,35740.9,,75260.6,,15.31968893,15.13980682
,2172.93,,9733.87,,18.3599883,17.36051215
,2171.98,,9732.05,,18.36046309,17.36071518
,1502.58,,6273.55,,18.76050863,17.8374426
,34906.3,,84340.2,,15.3453431,15.01613944
,47.4251,,272.817,,22.512582,21.24154744
,35745.4,,75260.6,,15.31955224,15.13980682
,35740.9,,75260.6,,15.31968893,15.13980682
,2172.5,,9733.87,,18.36020318,17.36051215
,400.179,,1547.95,,20.1969669,19.35683369
,300.893,,1116.09,,20.50657243,19.71197797
,400.196,,1548.39,,20.19692078,19.35652511
,1128.03,,4278.03,,19.07180102,18.25311644
,2511.45,,8661.56,,18.2027913,17.48723571
,1894.86,,7106.77,,18.50865982,17.70204536
,4933.77,,22581,,17.46965539,16.44686808
,1497.59,,5568.74,,18.76412031,17.96683365
,7761.03,,15579.5,,16.97780424,16.84984222
,52.2886,,366.903,,22.40658511,20.91984785
,1575.33,,6456.98,,18.70917378,17.80615241
,1575.33,,6456.98,,18.70917378,17.80615241
,7739.12,,15587.6,,16.98087369,16.84927788
,145.475,,654.087,,21.29563173,20.29213721
,1138.06,,4277.01,,19.06218974,18.25337534
,1957.13,,7370.61,,18.47355346,17.66246743
,768.631,,2679.5,,19.4883079,18.7610916
,58.281,,367,,22.28878515,20.91956085
,20620.9,,41569.2,,15.9168336,15.78429684
,815.468,,2825.57,,19.42408533,18.70346083
,15409.3,,81455,,16.23314536,15.05393164
,34906.3,,84337.9,,15.3453431,15.01616905
,75.0062,,350.443,,22.01485973,20.96968253
,256.782,,1064.52,,20.6786912,19.76334144
,750.668,,2662.16,,19.51398288,18.76814062
,959.269,,4100.14,,19.24775162,18.29922929
,959.123,,4202.39,,19.24791688,18.27248512
,260.781,,1070.01,,20.66191277,19.75775642
,106.846,,461.491,,21.63070697,20.67081792
,6938.87,,27075.4,,17.09938076,16.2497888
,1970.83,,8344.35,,18.46597973,17.52774473
,1049.97,,4026.69,,19.14966041,18.31885552
,2927.96,,12784.4,,18.03618979,17.06452513
,5370.21,,24918.2,,17.37762447,16.33993434
,1503.84,,6906.35,,18.75959856,17.73310455
,895.712,,3420.04,,19.32218166,18.49614804
,713.044,,2507.02,,19.56981182,18.83333151
,6938.87,,27336.3,,17.09938076,16.23937668
,6944.28,,27075.4,,17.09853458,16.2497888
,1203.01,,4874.59,,19.00192955,18.11138078
,131.526,,662.054,,21.40507361,20.27899247
,17986.9,,88791.6,,16.06521184,14.9602963
,2927.83,,12786.1,,18.036238,17.06438077
,2910.67,,12786.1,,18.04262022,17.06438077
,2910.67,,12882.7,,18.04262022,17.05620877
,936.588,,4113.15,,19.27373117,18.29578964
,465.607,,1717.07,,20.03255389,19.24425601
,154.116,,654.94,,21.23298332,20.29072222
,2257.17,,8498.66,,18.31869197,17.50784987
,1770.41,,6859.94,,18.58241801,17.74042522
,276.274,,1156.61,,20.5992526,19.67325865
,784.244,,2879.76,,19.46647463,18.68283527
,390.721,,1333.33,,20.22293576,19.51888188
,20516.9,,41440.1,,15.92232329,15.78767402
,20516.9,,41440.2,,15.92232329,15.7876714
,20516.9,,41454.2,,15.92232329,15.78730466
,20516.9,,41440.2,,15.92232329,15.7876714
,20620.9,,41569.2,,15.9168336,15.78429684
,363.504,,1348.04,,20.30132966,19.50696906
,129.616,,512.502,,21.4209561,20.5569871
,77.073,,300.852,,21.98534698,21.13534375
,2419.45,,10370.3,,18.24331101,17.29174771
,684.958,,2751.16,,19.61344278,18.73243639
,1397.83,,5560.72,,18.83896675,17.96839844
,276.61,,992.138,,20.59793295,19.8397958
,5743.23,,17977.4,,17.30471212,16.6944088
,2934.34,,12193.3,,18.03382656,17.11592286
,2934.34,,12192.7,,18.03382656,17.11597629
,32217,,187856,,15.4323899,14.14666333
,166.188,,771.529,,21.15110349,20.11284537
,1460.32,,6114.62,,18.79148256,17.86530233
,1475.78,,6114.62,,18.78004859,17.86530233
,340.745,,1393.29,,20.37152891,19.47112221
,784.272,,2875.22,,19.46643587,18.68454831
,166.188,,771.529,,21.15110349,20.11284537
,5774.68,,17977.4,,17.29878283,16.6944088
,70921.3,,550538,,14.57566092,12.97925776
,20616,,41568.4,,15.91709163,15.78431774
,128.633,,508.384,,21.42922164,20.56574632
,194.054,,823.016,,20.98279614,20.04270531
,4002.21,,14656.8,,17.69685296,16.9161281
,4001.9,,14656.8,,17.69693706,16.9161281
,4000.87,,14622.7,,17.69721654,16.91865708
,1418.71,,5411.72,,18.82286857,17.99788771
,591.792,,1960.85,,19.77217992,19.10011508
,420.069,,1618.43,,20.14430106,19.30849121
,209.904,,961.105,,20.89755085,19.87429892
,175.21,,714.94,,21.09370542,20.19555202
,1383.58,,5210.83,,18.85009195,18.03895875
,669.766,,2434.16,,19.6377949,18.8653532
,605.014,,2304.2,,19.74818908,18.92492558
,46.6022,,342.698,,22.53158659,20.99394708
,25457.8,,56803.3,,15.68805047,15.44529209
,25457.8,,56845.6,,15.68805047,15.44448387
,2659.36,,11027,,18.14065981,17.22508257
,2659.53,,11001.6,,18.14059041,17.22758638
,1382.98,,5239.53,,18.85056289,18.03299518
,150.512,,543.508,,21.25867482,20.49321116
,149.303,,506.777,,21.26743131,20.56918377
,1586.79,,7324.64,,18.701304,17.6692603
,619.247,,2361.89,,19.72294286,18.89807684
,190.651,,691.418,,21.00200492,20.2318743
,602.082,,2050.72,,19.75346353,19.05146009
,82.6331,,431.568,,21.90971753,20.74360292
,3023.9,,11268.8,,18.00118408,17.20153183
,3017.97,,11211.2,,18.00331534,17.20709576
,3023.9,,11211.2,,18.00118408,17.20709576
,1075.45,,3930.52,,19.12362708,18.34510098
,511.733,,1823.24,,19.92999408,19.17911641
,208.202,,767.512,,20.9063904,20.11851307
,340.994,,1216.36,,20.3707358,19.61857068
,1871.14,,6959.36,,18.52233693,17.72480275
,216.97,,768.153,,20.86160342,20.11760668
,180.571,,822.967,,21.06098263,20.04276996
,180.571,,816.366,,21.06098263,20.05151374
,99.0696,,443.975,,21.71275162,20.71282972
,934.046,,3336.02,,19.27668198,18.52315439
,4417.3,,20467.4,,17.5897104,16.55356932
,70901.9,,550560,,14.57595796,12.97921437
,1869.35,,6959.36,,18.52337609,17.72480275
,790.269,,2640.65,,19.45816528,18.7769489
,1409.2,,5255.32,,18.83017105,18.02972809
,1397.63,,4916.45,,18.83912211,18.10209694
,4774.38,,18397.3,,17.50531019,16.66934078
,9765.92,,46692.5,,16.72831974,15.65810819
,1604.81,,7892.81,,18.68904359,17.58814689
,710.968,,2437,,19.57297751,18.86408719
,1481.5,,5610.05,,18.7758485,17.95880918
,194.38,,858.92,,20.9809737,19.99634422
,164.431,,678.585,,21.1626434,20.25221537
,1380.45,,4973.87,,18.85255094,18.08948993
,239.081,,1009.03,,20.75623998,19.82146581
,82.4717,,431.369,,21.91184027,20.74410368
,25438.4,,56809.4,,15.68887816,15.4451755
,11878.2,,23154,,16.51572606,16.41966094
,1439.54,,5243.83,,18.8070433,18.0321045
,24.77,,242.978,,23.21778762,21.36730863
,8859.58,,44221.1,,16.83406981,15.71715215
,1694.31,,6219.16,,18.63012046,17.84689668
,1695.87,,6191.42,,18.62912125,17.85175034
,3820.28,,16967.2,,17.74736465,16.75720056
,711.119,,2464.56,,19.57274693,18.85187752
,261.424,,1092.45,,20.659239,19.73522209
,25457.8,,6598.97,,15.68805047,17.78253562
,743.009,,2694.94,,19.52511745,18.75485326
,1529.33,,6462.78,,18.74134962,17.80517758
,569.22,,2173.37,,19.81440226,18.98839184
,2424.04,,10358.7,,18.24125319,17.29296287
,1091.69,,4137.5,,19.10735431,18.28938099
,116.692,,497.746,,21.53499993,20.58870656
,2423.5,,10357.5,,18.24149508,17.29308865
,25438.4,,6598.15,,15.68887816,17.78267055
,1596.25,,5983.52,,18.69485037,17.88883414
,215.074,,897.455,,20.87113286,19.9486943
,881.843,,3185.49,,19.33912446,18.57328539
,564.17,,2173.37,,19.82407767,18.98839184
,859.734,,3012.93,,19.36669239,18.6337534
,7320.7,,33181.1,,17.04122112,16.02899906
,2242.5,,8981.69,,18.32577151,17.44783085
,2242.5,,8813.12,,18.32577151,17.4684018
,881.823,,3243.57,,19.33914909,18.55366782
,881.823,,3249.15,,19.33914909,18.5518016
,12970.3,,64218.2,,16.42022759,15.31208069
,12970.3,,64218.2,,16.42022759,15.31208069
,116.366,,604.653,,21.53803738,20.37746048
,2311.2,,8955.31,,18.29300882,17.45102445
,1844.11,,6644.4,,18.53813558,17.77508658
,1395.27,,5142.76,,18.840957,18.05323536
,619.31,,2204.93,,19.72283241,18.97273899
,1725.82,,7242.69,,18.6101139,17.68147627
,1725.82,,7242.69,,18.6101139,17.68147627
,842.57,,2974.32,,19.38858766,18.64775678
,1725.82,,7314.3,,18.6101139,17.67079409
,3227.28,,11904.7,,17.93051102,17.14192987
,3243.37,,11905.4,,17.9251114,17.14186603
,1642.6,,6517.31,,18.66377309,17.79605506
,1637.33,,6513.52,,18.66726209,17.79668663
,537.262,,1893.7,,19.87713733,19.13794806
,743.495,,2851.27,,19.52440751,18.69363015
,755.51,,2768.21,,19.5070021,18.72572843
,109.362,,407.168,,21.60543653,20.80679191
,87.0598,,433.442,,21.85305848,20.73889853
,633.709,,2185.81,,19.69787795,18.98219499
,152.12,,616.87,,21.24713685,20.35574188
,5366.65,,24476.5,,17.37834446,16.35935272
,560.574,,2632,,19.83102026,18.7805113
,559.326,,2633.15,,19.83344012,18.78003701
,841.215,,3131.33,,19.39033512,18.59190391
,676.242,,2401.99,,19.62734729,18.87979802
,3533.22,,16153.3,,17.83217594,16.81057286
,8059.87,,38364.8,,16.93678255,15.87139366
,820.385,,3216.68,,19.41755836,18.56270636
,810.498,,3215.34,,19.43072277,18.56315875
,1466.56,,6433.56,,18.78685305,17.81009762
,11956.8,,57836.2,,16.50856523,15.42572663
,1305.29,,4656.6,,18.91333511,18.16105367
,67.1312,,338.137,,22.13529161,21.00849427
,67.1024,,338.137,,22.13575751,21.00849427
,445.47,,1580.25,,20.08055649,19.33441151
,1959.73,,7232.4,,18.47211204,17.68301991
,3428.38,,336.865,,17.86488026,21.01258628
,8061.31,,38364.8,,16.93658858,15.87139366
,5366.65,,24476.5,,17.37834446,16.35935272
,753.151,,2821.85,,19.5103975,18.7048912
,753.151,,1741.63,,19.5103975,19.22883627
,1701.16,,6396.79,,18.62573973,17.81632077
,1308.43,,4763.43,,18.91072641,18.13642654
,3429.56,,15171.8,,17.86450663,16.87863324
,2337.34,,10580.1,,18.28079791,17.27000158
,1578.32,,5976.18,,18.70711499,17.89016683
,1319.32,,5335.61,,18.90172728,18.01326581
,3571.5,,15438.3,,17.820476,16.85972732
,261.194,,1081.91,,20.66019465,19.74574817
,1303.54,,5203.91,,18.91479174,18.04040157
,666.959,,2482.33,,19.6423548,18.84407722
,1015.21,,3527.4,,19.18621292,18.46258923
,3352.31,,14977.7,,17.88924221,16.89261319
,3348.68,,14972.8,,17.89041852,16.89296845
,667.266,,1710.21,,19.64185515,19.2486024
,667.266,,2330.21,,19.64185515,18.91273835
,1579.69,,5974.99,,18.70617297,17.89038305
,4042.55,,18252.5,,17.68596414,16.67792012
,1642.73,,6909.28,,18.66368717,17.73264403
,617.532,,2292.89,,19.72595397,18.93026796
,617.532,,2292.89,,19.72595397,18.93026796
,617.532,,2295.71,,19.72595397,18.92893344
,1301.77,,5179.28,,18.91626699,18.04555253
,1971.48,,7349.02,,18.4656217,17.66565243
,1971.52,,7348.95,,18.46559967,17.66566278
,361.628,,1316.66,,20.30694752,19.5325419
,809.274,,3040.24,,19.43236367,18.62395634
,2365.19,,10212.2,,18.26793756,17.30842773
,954.231,,3644.11,,19.25346884,18.42724731
,305.984,,1144.28,,20.48835585,19.68489524
,221.284,,843.478,,20.84022761,20.01604161
,2889.83,,13264.9,,18.0504219,17.02446606
,2885.71,,13268,,18.05197093,17.02421235
,1517.91,,5635.64,,18.74948759,17.9538679
,221.089,,891.588,,20.8411848,19.95581547
,37009.7,,231485,,15.28181373,13.91991887
,806.508,,2978.49,,19.43608094,18.64623564
,1155.11,,4037.25,,19.04604428,18.3160119
,1146.01,,4037.25,,19.05463162,18.3160119
,11956.8,,57836.2,,16.50856523,15.42572663
,230.876,,944.566,,20.79415567,19.89314524
,1240.12,,4394.94,,18.96894336,18.22384363
,306.4,,1146.01,,20.48688074,19.68325499
,11954.5,,57836.2,,16.5087741,15.42572663
,726.825,,2839.49,,19.549028,18.69812515
,1513.93,,5964.85,,18.75233815,17.89222719
,1513.93,,5975.01,,18.75233815,17.89037942
,2970.37,,14434.8,,18.02057627,16.93269908
,1008.04,,3954.66,,19.19390823,18.33845313
,1606.44,,6509.05,,18.68794137,17.79743199
,2456.54,,7483.81,,18.22679304,17.64591913
,307.227,,1374.62,,20.48395419,19.48576936
,646.378,,2368.07,,19.67638622,18.89523967
,571.092,,2098.22,,19.81083745,19.02659845
,131.982,,613.858,,21.40131588,20.36105621
,96.53,,374.358,,21.74094688,20.89800821
,4608.32,,20911.7,,17.54374607,16.53025266
,1492.37,,5973.12,,18.76791137,17.89072291
,2224.5,,6146.01,,18.33452162,17.85974285
,935.469,,3556.29,,19.27502914,18.45373309
,936.219,,3555.58,,19.27415901,18.45394987
,67.998,,372.167,,22.12136229,20.90438135
,17715.5,,36196.2,,16.08171911,15.93456856
,1090,,4136.58,,19.1090364,18.28962244
,1090.76,,4130.36,,19.10827963,18.29125624
,1872.78,,7822.11,,18.52138573,17.59791621
,7113.06,,19590.6,,17.07246146,16.60110666
,23838.1,,52736.7,,15.75942355,15.52594363
,1627.61,,6004.51,,18.67372677,17.88503208
,1872.78,,7839.81,,18.52138573,17.59546216
,23870.3,,52805.3,,15.75795795,15.52453222
,1474.42,,5085.23,,18.78104961,18.06544951
,386.163,,1479.93,,20.23567599,19.40562307
,1111.63,,4075.84,,19.08770199,18.30568319
,1606.78,,6084.13,,18.6877116,17.8707298
,6876.6,,31567.9,,17.10916823,16.08311178
,36985.3,,231480,,15.28252978,13.91994232
,1040.36,,3818.8,,19.15964353,18.37640872
,1455.8,,5788.17,,18.79484835,17.92487281
,1202.45,,4927.93,,19.00243507,18.09956468
,1203.1,,4927.93,,19.00184832,18.09956468
,1474.42,,5012.98,,18.78104961,18.08098608
,647.143,,2172.67,,19.675102,18.98874159
,1778.41,,6821.9,,18.57752291,17.74646264
,678.788,,2551,,19.62326725,18.81444986
,89.2118,,538.873,,21.82654689,20.50250995
,826.961,,2828.15,,19.40889007,18.70246991
,1496.1,,4153.5,,18.76520108,18.28519047
,764.024,,3649.51,,19.49483514,18.42563961
,325.151,,1141.61,,20.42238991,19.6874316
,1895.05,,7151.64,,18.50855096,17.6952119
,1895.42,,6825.22,,18.50833899,17.74593437
,1895.27,,6819.92,,18.50842492,17.74677781
,1756.26,,6558.48,,18.59113062,17.78921801
,941.079,,3419.81,,19.26853744,18.49622106
,931.928,,3424.28,,19.27914674,18.49480283
,490.834,,1905.35,,19.97526604,19.1312891
,1791.56,,6878.35,,18.56952425,17.73751533
,1754.37,,6572.14,,18.59229966,17.78695899
,102.906,,414.582,,21.6715009,20.7871999
,4494.05,,21191.7,,17.57100789,16.51581151
,1756.91,,6504.34,,18.59072885,17.79821792
,525.79,,1943.99,,19.90057184,19.10949094
,538.942,,2018.4,,19.87374757,19.06870791
,904.102,,3132.21,,19.31205907,18.59159883
,60.2992,,348.96,,22.25182377,20.97428689
,649.501,,2278.98,,19.67115308,18.93687472
,220.209,,868.076,,20.84551498,19.98483163
,1115.03,,4169.84,,19.08438626,18.28092753
,2052.02,,8885.42,,18.42214867,17.45953111
,649.501,,2278.98,,19.67115308,18.93687472
,1649.95,,7385.68,,18.65892568,17.66024979
,37501.4,,224387,,15.26748394,13.95373178
,11080,,50915.9,,16.59125324,15.56409245
,11083.3,,50915.9,,16.59092992,15.56409245
,648.588,,2279.15,,19.67268037,18.93679374
,1106.22,,4670.66,,19.09299888,18.15778037
,1043.59,,3804.94,,19.15627787,18.38035648
,210.713,,1129.88,,20.89337431,19.6986452
,212.228,,1129.88,,20.88559594,19.6986452
,23413.2,,51941.3,,15.7789507,15.54244397
,542.486,,2155.48,,19.8666313,18.99736601
,477.244,,1797.39,,20.00575145,19.19462021
,104.366,,451.717,,21.65620504,20.69405992
,11084.4,,50866.3,,16.59082217,15.56515064
,1241.85,,4350.58,,18.96742979,18.23485811
,377.075,,1427.95,,20.26153329,19.44444351
,376.586,,1425.32,,20.26294221,19.44644506
,1468.45,,5446.42,,18.78545473,17.99094819
,998.732,,3688.54,,19.20398023,18.41408976
,777.384,,3223.13,,19.47601365,18.56053145
,777.384,,3222.5,,19.47601365,18.56074369
,1127.21,,3756.01,,19.07259056,18.39440916
,465.687,,1628.32,,20.03236735,19.30187662
,328.441,,1200.57,,20.41145923,19.63275729
,528.372,,1815.04,,19.89525315,19.18401051
,1184.23,,5602.68,,19.01901249,17.96023646
,122998,,899790,,13.97785752,12.4458731
,1072.5,,3699.47,,19.12660939,18.41087723
,12693.6,,64099.1,,16.44364062,15.31409618
,811.381,,3046.51,,19.42954056,18.62171949
,523.269,,2098.25,,19.90579012,19.02658293
,630.906,,2621.92,,19.702691,18.78467742
,501.901,,1820.87,,19.95105749,19.18052866
,328.441,,1201.11,,20.41145923,19.63226905
,2097.01,,7769.98,,18.39860139,17.60517626
,7985.13,,37301.3,,16.94689766,15.90191609
,1513.31,,5210.83,,18.75278289,18.03895875
,605.777,,2385.3,,19.74682069,18.88736849
,1512.21,,5210.49,,18.75357238,18.03902959
,924.054,,3289.99,,19.28835926,18.53823956
,511.218,,2061.71,,19.9310873,19.04565706
,122999,,899805,,13.97784869,12.445855
,655.814,,2286.33,,19.66065093,18.93337872
,232.602,,1004.76,,20.78606903,19.82607016
,1239.74,,4713.69,,18.96927611,18.14782346
,1355.48,,5043.35,,18.87236986,18.07442824
,3630.5,,15913.1,,17.80268654,16.82683903
,1355.48,,5034.2,,18.87236986,18.07639984
,1243.1,,4718.59,,18.96633747,18.1466954
,1606.07,,5705.9,,18.68819147,17.94041562
,37501.4,,224387,,15.26748394,13.95373178
,145.154,,672.876,,21.29803012,20.26138841
,258.449,,1061.88,,20.6716655,19.76603741
,77889.6,,612176,,14.47390396,12.86403526
,7984.68,,37306,,16.94695885,15.90177929
,7984.29,,37301.3,,16.94701188,15.90191609
,3630.5,,15893.4,,17.80268654,16.82818397
,122.216,,600.575,,21.48478248,20.38480788
,655.367,,2284.16,,19.66139122,18.9344097
,7985.13,,37306,,16.94689766,15.90177929
,104.402,,503.497,,21.65583059,20.57623379
,62.418,,255.195,,22.21432802,21.31404561
,102.922,,445.313,,21.6713321,20.70956257
,1562.93,,7196.99,,18.71775382,17.68834876
,12847.7,,27108,,16.43053917,16.24848232
,77878.3,,612254,,14.47406148,12.86389693
